inventory_id,date_key,product_id,facility_id,stock_level,safety_stock_level,reorder_point,Safety_Status,Reorder_Status
1015,670,3,4,143,131,198,Warning,Overdue / Order Now
1016,670,3,5,330,131,198,Safe,Sufficient Stock
1017,670,3,6,321,131,198,Safe,Sufficient Stock
1018,670,4,4,299,178,257,Safe,Sufficient Stock
1019,670,4,5,324,178,257,Safe,Sufficient Stock
1020,670,4,6,424,178,257,Safe,Sufficient Stock
1021,670,5,4,166,116,133,Safe,Sufficient Stock
1022,670,5,5,108,116,133,Critical,Overdue / Order Now
1023,670,5,6,189,116,133,Safe,Sufficient Stock
1024,670,6,4,136,75,139,Safe,Overdue / Order Now
1025,670,6,5,170,75,139,Safe,Sufficient Stock
1026,670,6,6,145,75,139,Safe,Sufficient Stock
1027,670,7,4,70,59,82,Safe,Overdue / Order Now
1028,670,7,5,97,59,82,Safe,Sufficient Stock
1029,670,7,6,145,59,82,Safe,Sufficient Stock
1030,670,8,4,226,102,233,Safe,Overdue / Order Now
1031,670,8,5,283,102,233,Safe,Sufficient Stock
1032,670,8,6,320,102,233,Safe,Sufficient Stock
1033,670,9,4,65,32,55,Safe,Sufficient Stock
1034,670,9,5,41,32,55,Safe,Overdue / Order Now
1035,670,9,6,84,32,55,Safe,Sufficient Stock
1036,670,10,4,104,44,67,Safe,Sufficient Stock
1037,670,10,5,81,44,67,Safe,Sufficient Stock
1038,670,10,6,95,44,67,Safe,Sufficient Stock
1039,670,11,4,60,36,48,Safe,Sufficient Stock
1040,670,11,5,70,36,48,Safe,Sufficient Stock
1041,670,11,6,68,36,48,Safe,Sufficient Stock
1042,670,12,4,75,32,51,Safe,Sufficient Stock
1043,670,12,5,78,32,51,Safe,Sufficient Stock
1044,670,12,6,39,32,51,Safe,Overdue / Order Now
1045,670,13,4,72,30,48,Safe,Sufficient Stock
1046,670,13,5,52,30,48,Safe,Sufficient Stock
1047,670,13,6,74,30,48,Safe,Sufficient Stock
1048,670,14,4,21,12,25,Safe,Overdue / Order Now
1049,670,14,5,30,12,25,Safe,Sufficient Stock
1050,670,14,6,26,12,25,Safe,Sufficient Stock
1051,670,15,4,498,198,403,Safe,Sufficient Stock
1052,670,15,5,365,198,403,Safe,Overdue / Order Now
1053,670,15,6,271,198,403,Safe,Overdue / Order Now
1054,670,16,4,421,207,342,Safe,Sufficient Stock
1055,670,16,5,221,207,342,Warning,Overdue / Order Now
1056,670,16,6,369,207,342,Safe,Sufficient Stock
1057,700,1,4,206,97,174,Safe,Sufficient Stock
1058,700,1,5,231,97,174,Safe,Sufficient Stock
1059,700,1,6,242,97,174,Safe,Sufficient Stock
1060,700,2,4,98,81,115,Safe,Overdue / Order Now
1061,700,2,5,182,81,115,Safe,Sufficient Stock
1062,700,2,6,124,81,115,Safe,Sufficient Stock
1063,700,3,4,173,140,224,Safe,Overdue / Order Now
1064,700,3,5,211,140,224,Safe,Overdue / Order Now
1065,700,3,6,250,140,224,Safe,Sufficient Stock
1066,700,4,4,457,224,387,Safe,Sufficient Stock
1067,700,4,5,248,224,387,Safe,Overdue / Order Now
1068,700,4,6,482,224,387,Safe,Sufficient Stock
1069,700,5,4,222,209,333,Warning,Overdue / Order Now
1070,700,5,5,429,209,333,Safe,Sufficient Stock
1071,700,5,6,309,209,333,Safe,Overdue / Order Now
1072,700,6,4,499,190,390,Safe,Sufficient Stock
1073,700,6,5,332,190,390,Safe,Overdue / Order Now
1074,700,6,6,385,190,390,Safe,Overdue / Order Now
1075,700,7,4,106,42,59,Safe,Sufficient Stock
1076,700,7,5,48,42,59,Safe,Overdue / Order Now
1077,700,7,6,86,42,59,Safe,Sufficient Stock
1078,700,8,4,90,64,101,Safe,Overdue / Order Now
1079,700,8,5,106,64,101,Safe,Sufficient Stock
1080,700,8,6,153,64,101,Safe,Sufficient Stock
1081,700,9,4,165,69,102,Safe,Sufficient Stock
1082,700,9,5,151,69,102,Safe,Sufficient Stock
1083,700,9,6,90,69,102,Safe,Overdue / Order Now
1084,700,10,4,99,45,81,Safe,Sufficient Stock
1085,700,10,5,95,45,81,Safe,Sufficient Stock
1086,700,10,6,59,45,81,Safe,Overdue / Order Now
1087,700,11,4,32,32,52,Warning,Overdue / Order Now
1088,700,11,5,52,32,52,Safe,Reorder Point Reached
1089,700,11,6,47,32,52,Safe,Overdue / Order Now
1090,700,12,4,116,45,77,Safe,Sufficient Stock
1091,700,12,5,67,45,77,Safe,Overdue / Order Now
1092,700,12,6,124,45,77,Safe,Sufficient Stock
1093,700,13,4,21,7,19,Safe,Sufficient Stock
1094,700,13,5,10,7,19,Safe,Overdue / Order Now
1095,700,13,6,16,7,19,Safe,Overdue / Order Now
1096,700,14,4,53,36,54,Safe,Overdue / Order Now
1097,700,14,5,77,36,54,Safe,Sufficient Stock
1098,700,14,6,42,36,54,Safe,Overdue / Order Now
1099,700,15,4,103,71,92,Safe,Sufficient Stock
1100,700,15,5,152,71,92,Safe,Sufficient Stock
1101,700,15,6,126,71,92,Safe,Sufficient Stock
1102,700,16,4,271,180,285,Safe,Overdue / Order Now
1103,700,16,5,411,180,285,Safe,Sufficient Stock
1104,700,16,6,260,180,285,Safe,Overdue / Order Now
1105,731,1,4,158,97,160,Safe,Overdue / Order Now
1106,731,1,5,254,97,160,Safe,Sufficient Stock
1107,731,1,6,133,97,160,Safe,Overdue / Order Now
1108,731,2,4,144,66,131,Safe,Sufficient Stock
1109,731,2,5,186,66,131,Safe,Sufficient Stock
1110,731,2,6,103,66,131,Safe,Overdue / Order Now
1111,731,3,4,281,95,165,Safe,Sufficient Stock
1112,731,3,5,238,95,165,Safe,Sufficient Stock
1113,731,3,6,173,95,165,Safe,Sufficient Stock
1114,731,4,4,476,236,396,Safe,Sufficient Stock
1115,731,4,5,539,236,396,Safe,Sufficient Stock
1116,731,4,6,534,236,396,Safe,Sufficient Stock
1117,731,5,4,101,69,132,Safe,Overdue / Order Now
1118,731,5,5,86,69,132,Safe,Overdue / Order Now
1119,731,5,6,95,69,132,Safe,Overdue / Order Now
1120,731,6,4,251,145,267,Safe,Overdue / Order Now
1121,731,6,5,272,145,267,Safe,Sufficient Stock
1122,731,6,6,136,145,267,Critical,Overdue / Order Now
1123,731,7,4,109,124,173,Critical,Overdue / Order Now
1124,731,7,5,233,124,173,Safe,Sufficient Stock
1125,731,7,6,187,124,173,Safe,Sufficient Stock
1126,731,8,4,106,73,139,Safe,Overdue / Order Now
1127,731,8,5,200,73,139,Safe,Sufficient Stock
1128,731,8,6,215,73,139,Safe,Sufficient Stock
1129,731,9,4,118,97,119,Safe,Overdue / Order Now
1130,731,9,5,192,97,119,Safe,Sufficient Stock
1131,731,9,6,153,97,119,Safe,Sufficient Stock
1132,731,10,4,106,40,68,Safe,Sufficient Stock
1133,731,10,5,110,40,68,Safe,Sufficient Stock
1134,731,10,6,71,40,68,Safe,Sufficient Stock
1135,731,11,4,98,40,86,Safe,Sufficient Stock
1136,731,11,5,77,40,86,Safe,Overdue / Order Now
1137,731,11,6,110,40,86,Safe,Sufficient Stock
1138,731,12,4,91,47,64,Safe,Sufficient Stock
1139,731,12,5,95,47,64,Safe,Sufficient Stock
1140,731,12,6,66,47,64,Safe,Sufficient Stock
1141,731,13,4,45,32,39,Safe,Sufficient Stock
1142,731,13,5,55,32,39,Safe,Sufficient Stock
1143,731,13,6,42,32,39,Safe,Sufficient Stock
1144,731,14,4,58,28,49,Safe,Sufficient Stock
1145,731,14,5,57,28,49,Safe,Sufficient Stock
1146,731,14,6,47,28,49,Safe,Overdue / Order Now
1147,731,15,4,315,206,249,Safe,Sufficient Stock
1148,731,15,5,440,206,249,Safe,Sufficient Stock
1149,731,15,6,395,206,249,Safe,Sufficient Stock
1150,731,16,4,328,163,347,Safe,Overdue / Order Now
1151,731,16,5,503,163,347,Safe,Sufficient Stock
1152,731,16,6,515,163,347,Safe,Sufficient Stock
